caseid,educ,satjob
43484,16,NA
43485,12,Mod. Satisfied
43486,11,Mod. Satisfied
43487,6,NA
43488,15,NA
43489,10,A Little Dissat
43490,12,A Little Dissat
43491,13,NA
43492,12,NA
43493,14,NA
43494,16,Mod. Satisfied
43495,12,NA
43496,14,Mod. Satisfied
43497,10,NA
43498,15,NA
43499,18,NA
43500,12,NA
43501,14,Mod. Satisfied
43502,16,NA
43503,12,NA
43504,14,NA
43505,12,NA
43506,16,NA
43507,13,NA
43508,12,NA
43509,10,NA
43510,11,NA
43511,14,NA
43512,12,NA
43513,12,NA
43514,19,Mod. Satisfied
43515,14,NA
43516,16,NA
43517,12,Mod. Satisfied
43518,14,NA
43519,12,NA
43520,12,NA
43521,12,NA
43522,13,Mod. Satisfied
43523,12,NA
43524,15,NA
43525,16,NA
43526,11,Very Satisfied
43527,13,NA
43528,13,NA
43529,14,NA
43530,16,NA
43531,20,A Little Dissat
43532,14,Mod. Satisfied
43533,12,NA
43534,14,Mod. Satisfied
43535,14,NA
43536,12,NA
43537,12,NA
43538,12,Very Satisfied
43539,16,A Little Dissat
43540,12,NA
43541,12,NA
43542,17,NA
43543,12,NA
43544,12,A Little Dissat
43545,16,NA
43546,12,Very Satisfied
43547,11,NA
43548,16,NA
43549,16,NA
43550,12,NA
43551,12,NA
43552,18,NA
43553,16,NA
43554,13,Very Satisfied
43555,18,NA
43556,16,Very Satisfied
43557,14,NA
43558,16,NA
43559,12,A Little Dissat
43560,12,NA
43561,12,NA
43562,20,Very Satisfied
43563,13,NA
43564,20,NA
43565,16,NA
43566,12,NA
43567,14,NA
43568,12,NA
43569,10,NA
43570,12,Very Satisfied
43571,6,NA
43572,16,NA
43573,10,NA
43574,14,Mod. Satisfied
43575,17,NA
43576,18,Very Satisfied
43577,17,Very Satisfied
43578,14,NA
43579,11,NA
43580,17,Mod. Satisfied
43581,12,A Little Dissat
43582,16,Mod. Satisfied
43583,15,NA
43584,14,Mod. Satisfied
43585,14,Very Satisfied
43586,12,NA
43587,12,NA
43588,14,NA
43589,20,Mod. Satisfied
43590,13,A Little Dissat
43591,14,NA
43592,5,NA
43593,12,Very Satisfied
43594,14,NA
43595,18,Very Satisfied
43596,14,NA
43597,12,NA
43598,12,NA
43599,13,NA
43600,8,Very Dissatisfied
43601,12,Very Satisfied
43602,12,NA
43603,10,Mod. Satisfied
43604,15,Mod. Satisfied
43605,15,Mod. Satisfied
43606,9,NA
43607,16,NA
43608,12,Very Satisfied
43609,12,NA
43610,14,NA
43611,16,Mod. Satisfied
43612,12,Very Satisfied
43613,14,NA
43614,16,NA
43615,16,NA
43616,12,NA
43617,12,NA
43618,13,Very Satisfied
43619,18,Mod. Satisfied
43620,12,NA
43621,16,NA
43622,13,NA
43623,14,Mod. Satisfied
43624,19,Very Satisfied
43625,16,NA
43626,14,NA
43627,12,NA
43628,16,NA
43629,12,NA
43630,15,Very Dissatisfied
43631,12,Very Satisfied
43632,12,NA
43633,12,Mod. Satisfied
43634,16,NA
43635,12,NA
43636,16,NA
43637,14,NA
43638,12,NA
43639,4,NA
43640,12,Mod. Satisfied
43641,9,NA
43642,16,NA
43643,16,Mod. Satisfied
43644,13,NA
43645,12,NA
43646,16,NA
43647,16,NA
43648,15,Very Satisfied
43649,12,Very Satisfied
43650,14,Very Satisfied
43651,9,NA
43652,12,NA
43653,13,NA
43654,11,NA
43655,14,Very Dissatisfied
43656,14,NA
43657,13,Very Satisfied
43658,12,NA
43659,14,Mod. Satisfied
43660,10,Very Satisfied
43661,16,Mod. Satisfied
43662,13,NA
43663,11,Very Satisfied
43664,5,NA
43665,16,Very Satisfied
43666,12,NA
43667,12,NA
43668,12,NA
43669,16,NA
43670,16,NA
43671,14,Very Satisfied
43672,12,Very Satisfied
43673,11,NA
43674,16,NA
43675,12,Very Satisfied
43676,12,Very Dissatisfied
43677,12,NA
43678,10,NA
43679,14,NA
43680,13,NA
43681,14,NA
43682,12,NA
43683,14,NA
43684,10,A Little Dissat
43685,9,NA
43686,13,NA
43687,15,Very Satisfied
43688,12,NA
43689,12,NA
43690,12,Very Satisfied
43691,13,NA
43692,14,NA
43693,13,NA
43694,9,Very Satisfied
43695,16,NA
43696,12,NA
43697,12,NA
43698,13,Mod. Satisfied
43699,9,NA
43700,14,Mod. Satisfied
43701,14,NA
43702,14,Very Satisfied
43703,17,NA
43704,16,Mod. Satisfied
43705,14,Very Satisfied
43706,14,NA
43707,12,Very Satisfied
43708,14,Very Dissatisfied
43709,12,NA
43710,12,NA
43711,10,NA
43712,18,Very Satisfied
43713,14,Mod. Satisfied
43714,11,A Little Dissat
43715,9,NA
43716,9,A Little Dissat
43717,16,NA
43718,11,NA
43719,13,Mod. Satisfied
43720,14,NA
43721,12,NA
43722,14,NA
43723,13,NA
43724,16,NA
43725,13,NA
43726,16,NA
43727,16,NA
43728,16,NA
43729,12,NA
43730,12,NA
43731,13,A Little Dissat
43732,18,Mod. Satisfied
43733,17,NA
43734,16,NA
43735,20,Very Satisfied
43736,19,NA
43737,18,Mod. Satisfied
43738,16,Very Dissatisfied
43739,13,Very Satisfied
43740,14,Very Dissatisfied
43741,12,A Little Dissat
43742,15,Very Satisfied
43743,14,NA
43744,16,Mod. Satisfied
43745,13,Very Satisfied
43746,18,Mod. Satisfied
43747,13,Mod. Satisfied
43748,16,Mod. Satisfied
43749,13,Very Satisfied
43750,17,NA
43751,12,NA
43752,12,NA
43753,12,Mod. Satisfied
43754,8,Very Satisfied
43755,16,NA
43756,16,Very Satisfied
43757,16,A Little Dissat
43758,16,NA
43759,16,NA
43760,16,NA
43761,20,NA
43762,18,Very Satisfied
43763,20,NA
43764,18,Mod. Satisfied
43765,14,NA
43766,14,A Little Dissat
43767,18,Very Satisfied
43768,18,Very Satisfied
43769,16,NA
43770,17,NA
43771,18,Mod. Satisfied
43772,15,NA
43773,16,Mod. Satisfied
43774,14,Very Satisfied
43775,16,Very Satisfied
43776,18,Very Satisfied
43777,10,NA
43778,18,NA
43779,15,Very Satisfied
43780,12,Very Satisfied
43781,17,NA
43782,16,NA
43783,17,Mod. Satisfied
43784,12,Mod. Satisfied
43785,16,NA
43786,12,NA
43787,15,A Little Dissat
43788,12,NA
43789,16,Mod. Satisfied
43790,15,Very Satisfied
43791,14,NA
43792,13,NA
43793,12,Very Satisfied
43794,12,NA
43795,12,Very Satisfied
43796,13,NA
43797,12,NA
43798,12,Very Dissatisfied
43799,20,Very Satisfied
43800,19,Very Satisfied
43801,16,NA
43802,16,Mod. Satisfied
43803,14,NA
43804,17,Very Satisfied
43805,8,Mod. Satisfied
43806,10,NA
43807,12,Very Satisfied
43808,15,NA
43809,15,Mod. Satisfied
43810,9,Mod. Satisfied
43811,14,NA
43812,8,NA
43813,12,Mod. Satisfied
43814,18,NA
43815,20,NA
43816,14,Very Satisfied
43817,13,Mod. Satisfied
43818,16,NA
43819,16,Mod. Satisfied
43820,20,Very Satisfied
43821,17,Very Satisfied
43822,11,Mod. Satisfied
43823,12,NA
43824,14,Very Satisfied
43825,18,Very Satisfied
43826,18,Mod. Satisfied
43827,12,NA
43828,15,NA
43829,6,A Little Dissat
43830,12,Mod. Satisfied
43831,11,NA
43832,12,Mod. Satisfied
43833,14,NA
43834,18,Very Satisfied
43835,16,Mod. Satisfied
43836,9,Mod. Satisfied
43837,14,NA
43838,12,NA
43839,16,Mod. Satisfied
43840,12,Very Satisfied
43841,12,Mod. Satisfied
43842,16,NA
43843,12,Very Satisfied
43844,15,Very Satisfied
43845,19,Very Satisfied
43846,15,NA
43847,14,NA
43848,16,Mod. Satisfied
43849,9,NA
43850,12,NA
43851,12,Mod. Satisfied
43852,18,NA
43853,16,NA
43854,12,NA
43855,16,Mod. Satisfied
43856,18,Mod. Satisfied
43857,19,NA
43858,12,NA
43859,15,Mod. Satisfied
43860,19,Very Satisfied
43861,16,NA
43862,14,Mod. Satisfied
43863,13,Very Satisfied
43864,11,Mod. Satisfied
43865,14,NA
43866,16,NA
43867,16,NA
43868,16,Very Satisfied
43869,16,NA
43870,14,Very Dissatisfied
43871,16,Very Satisfied
43872,14,Mod. Satisfied
43873,19,NA
43874,16,Very Satisfied
43875,18,NA
43876,17,NA
43877,16,NA
43878,14,Very Satisfied
43879,13,NA
43880,12,NA
43881,6,NA
43882,13,NA
43883,14,NA
43884,14,Very Satisfied
43885,14,NA
43886,12,NA
43887,12,Mod. Satisfied
43888,13,Very Satisfied
43889,12,NA
43890,14,NA
43891,15,NA
43892,NA,NA
43893,15,Very Dissatisfied
43894,14,Very Satisfied
43895,14,Very Satisfied
43896,12,Mod. Satisfied
43897,15,NA
43898,16,A Little Dissat
43899,12,Very Satisfied
43900,12,NA
43901,14,NA
43902,15,NA
43903,12,A Little Dissat
43904,14,NA
43905,11,Very Satisfied
43906,12,Very Satisfied
43907,13,Mod. Satisfied
43908,15,NA
43909,14,NA
43910,6,Very Satisfied
43911,15,NA
43912,14,Very Satisfied
43913,14,Very Satisfied
43914,14,Mod. Satisfied
43915,11,Very Satisfied
43916,16,NA
43917,15,NA
43918,13,NA
43919,15,Mod. Satisfied
43920,15,A Little Dissat
43921,16,Very Satisfied
43922,16,Very Satisfied
43923,12,NA
43924,17,Mod. Satisfied
43925,11,NA
43926,14,Mod. Satisfied
43927,12,NA
43928,13,NA
43929,13,Mod. Satisfied
43930,16,A Little Dissat
43931,17,NA
43932,16,Very Satisfied
43933,10,NA
43934,14,Mod. Satisfied
43935,14,Very Satisfied
43936,16,NA
43937,13,NA
43938,14,NA
43939,15,Very Satisfied
43940,14,Very Satisfied
43941,18,NA
43942,11,Mod. Satisfied
43943,6,Very Satisfied
43944,14,Very Satisfied
43945,10,NA
43946,12,NA
43947,9,Very Satisfied
43948,18,NA
43949,12,Very Dissatisfied
43950,11,NA
43951,17,Very Satisfied
43952,12,NA
43953,14,NA
43954,18,NA
43955,16,Very Satisfied
43956,12,Very Satisfied
43957,20,Very Satisfied
43958,17,NA
43959,17,NA
43960,14,A Little Dissat
43961,16,Very Dissatisfied
43962,12,NA
43963,9,Mod. Satisfied
43964,11,NA
43965,14,NA
43966,20,NA
43967,16,NA
43968,16,NA
43969,15,NA
43970,16,Mod. Satisfied
43971,12,NA
43972,12,Mod. Satisfied
43973,12,Mod. Satisfied
43974,12,NA
43975,13,Very Satisfied
43976,16,NA
43977,16,Mod. Satisfied
43978,18,A Little Dissat
43979,16,NA
43980,13,Very Satisfied
43981,17,Very Satisfied
43982,19,Very Satisfied
43983,16,NA
43984,14,Mod. Satisfied
43985,16,Mod. Satisfied
43986,13,Mod. Satisfied
43987,16,NA
43988,14,Very Satisfied
43989,12,Mod. Satisfied
43990,12,NA
43991,12,NA
43992,14,NA
43993,13,NA
43994,16,NA
43995,12,Very Satisfied
43996,14,NA
43997,16,NA
43998,14,NA
43999,16,Mod. Satisfied
44000,14,NA
44001,12,A Little Dissat
44002,14,NA
44003,13,NA
44004,15,Very Satisfied
44005,15,Mod. Satisfied
44006,12,Very Satisfied
44007,12,NA
44008,15,Mod. Satisfied
44009,14,NA
44010,11,Mod. Satisfied
44011,12,NA
44012,11,NA
44013,20,Mod. Satisfied
44014,16,NA
44015,12,A Little Dissat
44016,12,Mod. Satisfied
44017,18,Mod. Satisfied
44018,12,NA
44019,16,Very Satisfied
44020,12,NA
44021,15,NA
44022,15,Very Satisfied
44023,15,Mod. Satisfied
44024,15,NA
44025,12,Very Satisfied
44026,16,NA
44027,13,A Little Dissat
44028,15,Mod. Satisfied
44029,13,NA
44030,11,Mod. Satisfied
44031,12,NA
44032,12,Very Satisfied
44033,13,NA
44034,16,NA
44035,16,NA
44036,16,NA
44037,17,NA
44038,16,NA
44039,13,A Little Dissat
44040,20,Very Satisfied
44041,13,Very Dissatisfied
44042,12,NA
44043,14,Very Satisfied
44044,12,NA
44045,14,Mod. Satisfied
44046,13,Mod. Satisfied
44047,14,Mod. Satisfied
44048,16,NA
44049,9,Mod. Satisfied
44050,16,Very Satisfied
44051,16,NA
44052,14,NA
44053,14,Mod. Satisfied
44054,12,NA
44055,8,NA
44056,12,NA
44057,16,NA
44058,12,NA
44059,12,NA
44060,15,A Little Dissat
44061,15,Very Satisfied
44062,16,Mod. Satisfied
44063,18,Very Satisfied
44064,16,NA
44065,16,Mod. Satisfied
44066,16,Mod. Satisfied
44067,10,NA
44068,17,NA
44069,12,Very Satisfied
44070,13,NA
44071,18,NA
44072,12,NA
44073,19,Mod. Satisfied
44074,13,Very Satisfied
44075,16,NA
44076,12,NA
44077,13,Mod. Satisfied
44078,2,Very Dissatisfied
44079,16,NA
44080,16,NA
44081,20,Very Satisfied
44082,9,Very Satisfied
44083,16,Very Satisfied
44084,16,NA
44085,18,NA
44086,10,NA
44087,15,Mod. Satisfied
44088,12,NA
44089,20,NA
44090,20,NA
44091,12,Very Satisfied
44092,18,NA
44093,11,Very Dissatisfied
44094,13,A Little Dissat
44095,14,NA
44096,14,Mod. Satisfied
44097,12,Very Satisfied
44098,12,Very Satisfied
44099,14,Very Satisfied
44100,16,NA
44101,16,Very Satisfied
44102,14,Very Satisfied
44103,16,NA
44104,12,Very Satisfied
44105,16,NA
44106,15,Very Satisfied
44107,20,Very Satisfied
44108,16,NA
44109,14,Very Dissatisfied
44110,15,NA
44111,16,NA
44112,18,NA
44113,13,Very Satisfied
44114,12,Mod. Satisfied
44115,5,Mod. Satisfied
44116,12,NA
44117,14,NA
44118,12,NA
44119,16,NA
44120,16,NA
44121,12,Very Satisfied
44122,16,Very Satisfied
44123,12,NA
44124,18,Mod. Satisfied
44125,12,NA
44126,13,Very Satisfied
44127,12,Very Satisfied
44128,12,NA
44129,17,NA
44130,16,NA
44131,16,Mod. Satisfied
44132,18,Very Satisfied
44133,16,NA
44134,12,NA
44135,18,Mod. Satisfied
44136,15,Very Satisfied
44137,12,Very Satisfied
44138,20,Mod. Satisfied
44139,13,NA
44140,16,NA
44141,17,NA
44142,18,Mod. Satisfied
44143,14,NA
44144,14,NA
44145,11,NA
44146,12,Very Satisfied
44147,14,NA
44148,11,NA
44149,12,Very Satisfied
44150,16,NA
44151,14,NA
44152,13,Very Dissatisfied
44153,10,NA
44154,16,A Little Dissat
44155,14,Very Dissatisfied
44156,12,Very Satisfied
44157,12,NA
44158,16,NA
44159,16,A Little Dissat
44160,19,Very Satisfied
44161,18,Very Satisfied
44162,16,Very Satisfied
44163,3,NA
44164,16,NA
44165,14,NA
44166,14,Mod. Satisfied
44167,16,Very Satisfied
44168,14,Very Satisfied
44169,13,NA
44170,20,NA
44171,17,Very Satisfied
44172,14,NA
44173,14,NA
44174,13,NA
44175,13,NA
44176,12,NA
44177,8,Very Dissatisfied
44178,14,Very Satisfied
44179,14,Mod. Satisfied
44180,14,Mod. Satisfied
44181,12,NA
44182,17,Very Satisfied
44183,15,NA
44184,12,Very Satisfied
44185,15,Mod. Satisfied
44186,13,NA
44187,11,NA
44188,13,NA
44189,12,Mod. Satisfied
44190,7,NA
44191,11,Very Dissatisfied
44192,14,Mod. Satisfied
44193,16,Very Satisfied
44194,11,Very Satisfied
44195,12,Mod. Satisfied
44196,13,NA
44197,10,NA
44198,12,NA
44199,12,Mod. Satisfied
44200,11,NA
44201,14,Very Satisfied
44202,12,Mod. Satisfied
44203,14,Very Satisfied
44204,14,Mod. Satisfied
44205,15,Very Satisfied
44206,12,NA
44207,14,NA
44208,16,NA
44209,14,NA
44210,11,NA
44211,8,NA
44212,14,NA
44213,14,NA
44214,12,NA
44215,14,Mod. Satisfied
44216,13,A Little Dissat
44217,8,NA
44218,12,NA
44219,16,NA
44220,16,Very Satisfied
44221,15,NA
44222,14,NA
44223,18,NA
44224,15,Mod. Satisfied
44225,11,Mod. Satisfied
44226,0,NA
44227,18,Very Satisfied
44228,14,NA
44229,14,Very Satisfied
44230,16,Very Satisfied
44231,16,Very Satisfied
44232,18,Mod. Satisfied
44233,18,NA
44234,11,NA
44235,9,NA
44236,12,Very Satisfied
44237,16,NA
44238,13,Very Satisfied
44239,11,Very Satisfied
44240,16,Very Satisfied
44241,12,Very Satisfied
44242,12,NA
44243,16,NA
44244,17,NA
44245,16,Very Satisfied
44246,12,Very Satisfied
44247,17,Very Satisfied
44248,15,Very Satisfied
44249,18,Mod. Satisfied
44250,16,NA
44251,13,Mod. Satisfied
44252,15,NA
44253,16,Mod. Satisfied
44254,14,Very Satisfied
44255,14,Very Satisfied
44256,10,Very Satisfied
44257,14,NA
44258,15,NA
44259,13,NA
44260,16,Very Satisfied
44261,16,NA
44262,12,NA
44263,16,Very Satisfied
44264,13,NA
44265,16,NA
44266,20,NA
44267,16,NA
44268,13,Mod. Satisfied
44269,12,Very Satisfied
44270,14,Very Satisfied
44271,12,Mod. Satisfied
44272,12,Very Satisfied
44273,12,Very Satisfied
44274,10,Mod. Satisfied
44275,7,NA
44276,11,A Little Dissat
44277,9,Very Satisfied
44278,11,NA
44279,11,Very Satisfied
44280,16,NA
44281,14,NA
44282,14,Very Satisfied
44283,18,NA
44284,14,Very Satisfied
44285,12,NA
44286,6,Mod. Satisfied
44287,12,Mod. Satisfied
44288,12,NA
44289,12,A Little Dissat
44290,12,Very Satisfied
44291,16,NA
44292,18,Very Satisfied
44293,16,NA
44294,16,Very Satisfied
44295,14,Mod. Satisfied
44296,16,NA
44297,9,Mod. Satisfied
44298,12,Very Satisfied
44299,15,Very Satisfied
44300,13,Mod. Satisfied
44301,16,NA
44302,16,Mod. Satisfied
44303,18,Very Satisfied
44304,15,Very Satisfied
44305,16,Very Satisfied
44306,14,NA
44307,16,Very Satisfied
44308,16,NA
44309,16,Very Satisfied
44310,19,Mod. Satisfied
44311,20,Mod. Satisfied
44312,18,Mod. Satisfied
44313,16,NA
44314,11,A Little Dissat
44315,13,NA
44316,12,NA
44317,13,Mod. Satisfied
44318,16,Very Satisfied
44319,13,NA
44320,12,Mod. Satisfied
44321,13,Mod. Satisfied
44322,12,Mod. Satisfied
44323,12,NA
44324,12,Very Satisfied
44325,12,NA
44326,17,Very Satisfied
44327,16,NA
44328,13,NA
44329,14,NA
44330,12,Very Satisfied
44331,16,Very Satisfied
44332,15,A Little Dissat
44333,16,NA
44334,18,NA
44335,16,NA
44336,16,Very Satisfied
44337,18,NA
44338,16,Mod. Satisfied
44339,19,Very Satisfied
44340,19,Very Satisfied
44341,12,Mod. Satisfied
44342,9,Very Satisfied
44343,7,NA
44344,11,NA
44345,12,Mod. Satisfied
44346,10,NA
44347,14,NA
44348,14,Very Satisfied
44349,10,NA
44350,12,Mod. Satisfied
44351,15,NA
44352,16,Mod. Satisfied
44353,12,NA
44354,12,NA
44355,15,NA
44356,12,A Little Dissat
44357,13,Very Satisfied
44358,18,NA
44359,14,Mod. Satisfied
44360,14,NA
44361,12,A Little Dissat
44362,16,NA
44363,16,Mod. Satisfied
44364,16,NA
44365,12,NA
44366,16,Mod. Satisfied
44367,18,Very Satisfied
44368,13,Very Satisfied
44369,12,Mod. Satisfied
44370,17,NA
44371,14,Mod. Satisfied
44372,12,Very Satisfied
44373,12,Mod. Satisfied
44374,12,Very Satisfied
44375,17,Very Satisfied
44376,14,NA
44377,12,Mod. Satisfied
44378,17,Mod. Satisfied
44379,18,Very Satisfied
44380,14,NA
44381,11,NA
44382,15,NA
44383,11,NA
44384,15,Mod. Satisfied
44385,15,Mod. Satisfied
44386,17,NA
44387,18,Mod. Satisfied
44388,16,NA
44389,16,NA
44390,15,NA
44391,12,NA
44392,12,NA
44393,16,Very Satisfied
44394,14,Very Dissatisfied
44395,12,Very Dissatisfied
44396,11,NA
44397,12,NA
44398,14,NA
44399,14,Very Satisfied
44400,14,Mod. Satisfied
44401,12,Very Satisfied
44402,14,Very Satisfied
44403,12,NA
44404,12,NA
44405,16,Very Dissatisfied
44406,12,NA
44407,12,Very Satisfied
44408,11,Very Satisfied
44409,13,A Little Dissat
44410,18,Very Satisfied
44411,12,NA
44412,13,NA
44413,9,Very Satisfied
44414,16,Very Satisfied
44415,16,Mod. Satisfied
44416,18,Mod. Satisfied
44417,12,Very Satisfied
44418,13,Very Satisfied
44419,14,NA
44420,9,NA
44421,16,Very Satisfied
44422,10,NA
44423,16,NA
44424,16,Mod. Satisfied
44425,20,Very Satisfied
44426,16,Very Satisfied
44427,13,NA
44428,14,NA
44429,16,Very Satisfied
44430,15,Very Satisfied
44431,12,NA
44432,14,NA
44433,14,NA
44434,12,Very Dissatisfied
44435,14,Very Satisfied
44436,13,NA
44437,13,Very Satisfied
44438,11,Mod. Satisfied
44439,14,NA
44440,13,NA
44441,16,Mod. Satisfied
44442,16,NA
44443,15,Very Satisfied
44444,13,Mod. Satisfied
44445,18,Very Satisfied
44446,15,NA
44447,14,NA
44448,12,NA
44449,14,Very Satisfied
44450,12,Mod. Satisfied
44451,14,Very Satisfied
44452,14,NA
44453,13,NA
44454,12,Very Dissatisfied
44455,14,Very Satisfied
44456,12,NA
44457,16,NA
44458,15,Mod. Satisfied
44459,16,Mod. Satisfied
44460,2,NA
44461,15,NA
44462,10,Mod. Satisfied
44463,14,Mod. Satisfied
44464,12,Mod. Satisfied
44465,16,NA
44466,17,Very Satisfied
44467,11,NA
44468,16,Mod. Satisfied
44469,16,A Little Dissat
44470,16,Mod. Satisfied
44471,16,NA
44472,18,A Little Dissat
44473,16,Very Satisfied
44474,18,Very Satisfied
44475,14,Mod. Satisfied
44476,20,A Little Dissat
44477,16,Very Satisfied
44478,16,NA
44479,16,Mod. Satisfied
44480,18,Very Satisfied
44481,14,Very Satisfied
44482,12,NA
44483,16,Mod. Satisfied
44484,14,Very Satisfied
44485,12,Very Satisfied
44486,18,NA
44487,17,NA
44488,20,Very Satisfied
44489,14,Very Satisfied
44490,17,Very Satisfied
44491,20,Mod. Satisfied
44492,16,NA
44493,12,Mod. Satisfied
44494,8,NA
44495,17,NA
44496,14,NA
44497,12,NA
44498,15,A Little Dissat
44499,18,Very Satisfied
44500,19,NA
44501,17,Very Satisfied
44502,12,Very Satisfied
44503,14,Very Satisfied
44504,9,Mod. Satisfied
44505,10,Very Satisfied
44506,14,NA
44507,12,Mod. Satisfied
44508,8,NA
44509,18,NA
44510,13,Mod. Satisfied
44511,16,NA
44512,14,NA
44513,18,Very Satisfied
44514,17,A Little Dissat
44515,16,Mod. Satisfied
44516,12,Mod. Satisfied
44517,12,Mod. Satisfied
44518,12,NA
44519,14,Mod. Satisfied
44520,12,Very Satisfied
44521,12,Very Satisfied
44522,12,NA
44523,16,A Little Dissat
44524,12,NA
44525,11,A Little Dissat
44526,16,Very Satisfied
44527,16,NA
44528,13,Mod. Satisfied
44529,12,NA
44530,12,Mod. Satisfied
44531,11,NA
44532,13,Very Satisfied
44533,20,NA
44534,15,A Little Dissat
44535,13,Very Satisfied
44536,11,Very Satisfied
44537,16,Mod. Satisfied
44538,20,Mod. Satisfied
44539,17,NA
44540,14,NA
44541,16,NA
44542,18,NA
44543,12,Very Satisfied
44544,15,Mod. Satisfied
44545,14,NA
44546,15,NA
44547,14,NA
44548,14,NA
44549,10,NA
44550,12,NA
44551,8,NA
44552,13,NA
44553,16,NA
44554,16,NA
44555,14,A Little Dissat
44556,16,NA
44557,16,NA
44558,16,Very Satisfied
44559,20,NA
44560,15,NA
44561,9,NA
44562,16,NA
44563,8,NA
44564,14,Very Dissatisfied
44565,14,NA
44566,12,NA
44567,12,NA
44568,14,NA
44569,17,NA
44570,14,NA
44571,14,A Little Dissat
44572,18,Mod. Satisfied
44573,12,NA
44574,18,NA
44575,16,NA
44576,17,NA
44577,18,Very Satisfied
44578,10,NA
44579,13,Very Satisfied
44580,16,A Little Dissat
44581,13,Very Satisfied
44582,12,Very Satisfied
44583,12,NA
44584,4,NA
44585,16,NA
44586,13,Mod. Satisfied
44587,13,NA
44588,17,Very Satisfied
44589,12,NA
44590,14,NA
44591,12,Very Satisfied
44592,12,Mod. Satisfied
44593,11,NA
44594,16,NA
44595,14,NA
44596,12,Very Dissatisfied
44597,14,NA
44598,16,A Little Dissat
44599,0,NA
44600,12,NA
44601,14,NA
44602,14,Mod. Satisfied
44603,18,Very Satisfied
44604,16,Very Satisfied
44605,16,Very Satisfied
44606,14,Mod. Satisfied
44607,14,Mod. Satisfied
44608,13,Mod. Satisfied
44609,12,Mod. Satisfied
44610,16,NA
44611,12,Mod. Satisfied
44612,14,Mod. Satisfied
44613,20,NA
44614,19,Very Satisfied
44615,19,Mod. Satisfied
44616,20,NA
44617,18,NA
44618,16,NA
44619,13,NA
44620,16,Very Satisfied
44621,14,NA
44622,17,NA
44623,20,NA
44624,13,Mod. Satisfied
44625,18,NA
44626,16,Very Satisfied
44627,12,Very Satisfied
44628,16,Mod. Satisfied
44629,20,Mod. Satisfied
44630,13,NA
44631,14,NA
44632,17,NA
44633,15,Very Satisfied
44634,15,Mod. Satisfied
44635,12,Mod. Satisfied
44636,12,A Little Dissat
44637,15,Very Satisfied
44638,12,Mod. Satisfied
44639,14,NA
44640,13,Very Satisfied
44641,12,NA
44642,12,NA
44643,14,NA
44644,14,Mod. Satisfied
44645,12,NA
44646,13,Mod. Satisfied
44647,13,A Little Dissat
44648,12,Mod. Satisfied
44649,8,NA
44650,18,NA
44651,15,Mod. Satisfied
44652,12,NA
44653,11,NA
44654,16,Mod. Satisfied
44655,10,NA
44656,17,NA
44657,14,Very Dissatisfied
44658,16,Mod. Satisfied
44659,16,NA
44660,11,Mod. Satisfied
44661,14,Very Dissatisfied
44662,11,NA
44663,16,NA
44664,12,NA
44665,12,Mod. Satisfied
44666,12,NA
44667,12,Mod. Satisfied
44668,12,Very Satisfied
44669,16,Mod. Satisfied
44670,12,Very Satisfied
44671,16,Very Satisfied
44672,12,NA
44673,16,NA
44674,18,NA
44675,13,Very Satisfied
44676,16,Very Satisfied
44677,14,Very Satisfied
44678,17,A Little Dissat
44679,17,Mod. Satisfied
44680,14,Mod. Satisfied
44681,16,NA
44682,20,Mod. Satisfied
44683,14,NA
44684,18,Very Satisfied
44685,14,Very Satisfied
44686,12,NA
44687,20,Very Satisfied
44688,15,NA
44689,17,Mod. Satisfied
44690,16,Very Satisfied
44691,12,Very Satisfied
44692,14,NA
44693,12,A Little Dissat
44694,11,NA
44695,14,Mod. Satisfied
44696,6,NA
44697,11,NA
44698,19,NA
44699,20,NA
44700,13,Very Dissatisfied
44701,20,Very Satisfied
44702,16,NA
44703,20,NA
44704,12,Very Satisfied
44705,15,NA
44706,13,Very Satisfied
44707,13,Mod. Satisfied
44708,16,NA
44709,16,Very Satisfied
44710,8,NA
44711,14,NA
44712,12,NA
44713,12,NA
44714,12,Very Satisfied
44715,13,A Little Dissat
44716,13,NA
44717,16,Mod. Satisfied
44718,14,Mod. Satisfied
44719,15,NA
44720,12,Very Satisfied
44721,12,Mod. Satisfied
44722,16,Very Satisfied
44723,12,Very Satisfied
44724,16,NA
44725,12,Mod. Satisfied
44726,12,NA
44727,12,Mod. Satisfied
44728,18,Very Satisfied
44729,12,Mod. Satisfied
44730,12,Very Satisfied
44731,13,Very Satisfied
44732,16,NA
44733,13,NA
44734,20,NA
44735,18,NA
44736,16,Very Satisfied
44737,14,NA
44738,15,A Little Dissat
44739,19,NA
44740,13,NA
44741,15,NA
44742,20,Mod. Satisfied
44743,20,Very Satisfied
44744,9,NA
44745,15,NA
44746,14,NA
44747,12,Very Satisfied
44748,20,NA
44749,17,NA
44750,13,NA
44751,18,Mod. Satisfied
44752,14,Very Satisfied
44753,16,Very Satisfied
44754,12,NA
44755,18,Very Satisfied
44756,12,Very Satisfied
44757,18,NA
44758,12,Very Satisfied
44759,16,NA
44760,18,NA
44761,12,NA
44762,15,Very Satisfied
44763,14,A Little Dissat
44764,16,Mod. Satisfied
44765,16,NA
44766,14,NA
44767,14,Very Satisfied
44768,17,NA
44769,14,Mod. Satisfied
44770,15,NA
