caseid,year,age,sex,race
1140,1972,66,Female,White
1141,1972,35,Male,White
1142,1972,20,Male,White
1143,1972,22,Male,White
1144,1972,20,Male,White
1145,1972,22,Female,White
1146,1972,48,Male,White
1147,1972,35,Male,White
1148,1972,45,Male,White
1149,1972,34,Male,White
1150,1972,37,Male,White
1151,1972,47,Female,White
1152,1972,59,Female,White
1153,1972,23,Female,White
1154,1972,29,Female,White
1155,1972,45,Male,White
1156,1972,58,Male,White
1157,1972,23,Male,White
1158,1972,36,Male,White
1159,1972,36,Female,White
1160,1972,76,Male,White
1161,1972,42,Female,White
1162,1972,34,Female,White
1163,1972,30,Female,White
1164,1972,30,Female,White
1165,1972,45,Female,Black
1166,1972,26,Female,White
1167,1972,72,Female,Black
1168,1972,30,Female,White
1169,1972,57,Male,White
1170,1972,47,Male,White
1171,1972,70,Male,White
1172,1972,20,Male,White
1173,1972,77,Female,White
1174,1972,73,Male,White
1175,1972,65,Female,White
1176,1972,55,Male,White
1177,1972,64,Female,White
1178,1972,33,Male,White
1179,1972,19,Male,White
1180,1972,89,Female,White
1181,1972,53,Female,White
1182,1972,49,Male,White
1183,1972,57,Female,White
1184,1972,70,Male,White
1185,1972,49,Female,White
1186,1972,76,Male,White
1187,1972,51,Male,White
1188,1972,60,Female,Black
1189,1972,54,Female,Black
1190,1972,71,Female,Black
1191,1972,38,Male,Black
1192,1972,63,Male,Black
1193,1972,78,Male,Black
1194,1972,26,Female,Black
1195,1972,66,Female,Black
1196,1972,65,Male,Black
1197,1972,25,Male,White
1198,1972,34,Female,White
1199,1972,65,Female,White
1200,1972,81,Female,White
1201,1972,79,Male,White
1202,1972,80,Male,White
1203,1972,62,Female,White
1204,1972,25,Male,White
1205,1972,75,Male,White
1206,1972,25,Female,White
1207,1972,46,Female,White
1208,1972,20,Male,White
1209,1972,33,Female,White
1210,1972,50,Female,White
1211,1972,62,Male,White
1212,1972,28,Male,White
1213,1972,43,Female,White
1214,1972,31,Female,White
1215,1972,63,Female,White
1216,1972,20,Male,White
1217,1972,29,Male,White
1218,1972,24,Male,White
1219,1972,36,Male,White
1220,1972,48,Female,White
1221,1972,48,Male,White
1222,1972,47,Male,White
1223,1972,53,Female,White
1224,1972,32,Female,White
1225,1972,68,Female,White
1226,1972,38,Female,White
1227,1972,29,Male,White
1228,1972,40,Female,White
1229,1972,89,Male,White
1230,1972,72,Female,White
1231,1972,45,Male,White
1232,1972,60,Male,White
1233,1972,24,Male,White
1234,1972,31,Male,White
1235,1972,24,Male,White
1236,1972,51,Female,White
1237,1972,48,Male,White
1238,1972,44,Female,White
1239,1972,35,Female,White
1240,1972,33,Female,White
1241,1972,42,Male,White
1242,1972,29,Male,White
1243,1972,52,Male,White
1244,1972,36,Female,White
1245,1972,27,Male,White
1246,1972,48,Female,White
1247,1972,60,Female,White
1248,1972,68,Female,White
1249,1972,45,Male,White
1250,1972,23,Male,White
1251,1972,27,Male,White
1252,1972,25,Female,White
1253,1972,20,Female,White
1254,1972,22,Male,White
1255,1972,72,Female,White
1256,1972,38,Female,White
1257,1972,26,Female,White
1258,1972,66,Female,Black
1259,1972,34,Female,White
1260,1972,30,Female,White
1261,1972,53,Female,Black
1262,1972,37,Female,White
1263,1972,68,Male,White
1264,1972,47,Male,White
1265,1972,23,Male,White
1266,1972,55,Male,White
1267,1972,20,Male,Black
1268,1972,37,Female,White
1269,1972,40,Male,White
1270,1972,65,Female,White
1271,1972,28,Female,White
1272,1972,46,Female,White
1273,1972,60,Male,White
1274,1972,19,Male,White
1275,1972,32,Male,White
1276,1972,62,Female,White
1277,1972,63,Female,White
1278,1972,64,Female,White
1279,1972,46,Male,White
1280,1972,57,Female,White
1281,1972,47,Male,White
1282,1972,64,Male,White
1283,1972,48,Female,White
1284,1972,61,Female,White
1285,1972,60,Female,White
1286,1972,29,Male,White
1287,1972,30,Female,White
1288,1972,52,Male,White
1289,1972,45,Male,White
1290,1972,78,Male,White
1291,1972,36,Male,White
1292,1972,82,Female,White
1293,1972,41,Female,White
1294,1972,39,Female,White
1295,1972,26,Male,White
1296,1972,64,Male,White
1297,1972,47,Male,White
1298,1972,21,Female,White
1299,1972,20,Male,White
1300,1972,59,Female,White
1301,1972,25,Female,White
1302,1972,49,Female,White
1303,1972,26,Female,White
1304,1972,30,Female,White
1305,1972,27,Female,White
1306,1972,33,Male,White
1307,1972,26,Male,White
1308,1972,59,Male,White
1309,1972,80,Male,White
1310,1972,22,Male,White
1311,1972,49,Male,Black
1312,1972,48,Female,Black
1313,1972,34,Male,Other
1314,1972,38,Female,Black
1315,1972,30,Female,White
1316,1972,54,Female,Black
1317,1972,75,Male,Black
1318,1972,56,Female,Black
1319,1972,19,Male,Black
1320,1972,44,Female,White
1321,1972,53,Male,White
1322,1972,35,Female,White
1323,1972,46,Male,White
1324,1972,20,Female,White
1325,1972,50,Female,White
1326,1972,51,Male,White
1327,1972,52,Male,White
1328,1972,72,Female,Black
1329,1972,60,Male,Black
1330,1972,22,Male,Black
1331,1972,39,Male,Black
1332,1972,57,Female,Black
1333,1972,54,Female,Black
1334,1972,49,Female,Black
1335,1972,62,Female,Black
1336,1972,51,Male,Black
1337,1972,73,Female,Black
1338,1972,27,Female,Black
1339,1972,68,Male,Black
1340,1972,44,Male,Black
1341,1972,67,Male,Black
1342,1972,78,Female,Black
1343,1972,60,Female,White
1344,1972,48,Male,White
1345,1972,78,Female,White
1346,1972,47,Female,White
1347,1972,24,Female,White
1348,1972,75,Male,White
1349,1972,78,Male,White
1350,1972,24,Male,White
1351,1972,56,Male,White
1352,1972,19,Male,Black
1353,1972,29,Female,Black
1354,1972,32,Female,Black
1355,1972,21,Female,Black
1356,1972,27,Female,Black
1357,1972,19,Male,Black
1358,1972,56,Male,Black
1359,1972,62,Male,Black
1360,1972,47,Male,Black
1361,1972,43,Male,White
1362,1972,39,Male,White
1363,1972,42,Female,White
1364,1972,44,Male,White
1365,1972,22,Male,White
1366,1972,34,Female,White
1367,1972,57,Female,White
1368,1972,58,Female,White
1369,1972,80,Female,White
1370,1972,73,Female,White
1371,1972,61,Female,White
1372,1972,48,Female,White
1373,1972,60,Male,White
1374,1972,30,Female,White
1375,1972,49,Male,White
1376,1972,65,Male,White
1377,1972,56,Male,White
1378,1972,40,Male,White
1379,1972,22,Male,White
1380,1972,23,Female,White
1381,1972,21,Female,White
1382,1972,22,Male,White
1383,1972,24,Male,White
1384,1972,51,Female,White
1385,1972,21,Male,White
1386,1972,22,Female,White
1387,1972,44,Female,White
1388,1972,32,Male,Black
1389,1972,42,Female,White
1390,1972,34,Female,White
1391,1972,48,Male,White
1392,1972,48,Female,White
1393,1972,68,Male,White
1394,1972,31,Male,White
1395,1972,29,Male,White
1396,1972,26,Female,White
1397,1972,25,Female,White
1398,1972,35,Female,White
1399,1972,33,Female,White
1400,1972,64,Female,White
1401,1972,25,Male,White
1402,1972,59,Male,White
1403,1972,50,Male,White
1404,1972,29,Male,White
1405,1972,60,Male,White
1406,1972,54,Male,White
1407,1972,35,Male,White
1408,1972,44,Female,White
1409,1972,65,Male,White
1410,1972,55,Female,White
1411,1972,26,Male,White
1412,1972,66,Female,White
1413,1972,56,Female,White
1414,1972,49,Male,White
1415,1972,28,Female,White
1416,1972,26,Female,White
1417,1972,46,Male,White
1418,1972,65,Female,White
1419,1972,37,Male,White
1420,1972,56,Male,White
1421,1972,64,Female,Black
1422,1972,47,Female,Black
1423,1972,21,Female,Black
1424,1972,43,Female,Black
1425,1972,48,Male,Black
1426,1972,68,Male,Black
1427,1972,45,Male,Black
1428,1972,NA,Male,Black
1429,1972,22,Female,White
1430,1972,77,Female,White
1431,1972,69,Male,White
1432,1972,65,Female,White
1433,1972,59,Female,White
1434,1972,65,Male,White
1435,1972,42,Male,White
1436,1972,45,Male,Black
1437,1972,26,Male,Black
1438,1972,32,Female,White
1439,1972,28,Male,White
1440,1972,37,Female,White
1441,1972,46,Female,White
1442,1972,72,Female,White
1443,1972,26,Male,White
1444,1972,24,Male,White
1445,1972,50,Male,White
1446,1972,68,Female,White
1447,1972,72,Female,White
1448,1972,47,Female,White
1449,1972,45,Male,White
1450,1972,23,Male,White
1451,1972,39,Female,White
1452,1972,46,Female,White
1453,1972,45,Male,White
1454,1972,63,Male,White
1455,1972,30,Male,White
1456,1972,61,Female,White
1457,1972,19,Male,White
1458,1972,50,Female,White
1459,1972,46,Female,White
1460,1972,54,Male,White
1461,1972,35,Female,White
1462,1972,51,Female,White
1463,1972,29,Female,White
1464,1972,38,Male,White
1465,1972,41,Male,White
1466,1972,74,Female,White
1467,1972,56,Male,White
1468,1972,50,Male,White
1469,1972,34,Female,White
1470,1972,61,Female,White
1471,1972,21,Male,White
1472,1972,30,Female,White
1473,1972,61,Female,White
1474,1972,19,Female,White
1475,1972,60,Male,White
1476,1972,46,Male,White
1477,1972,63,Male,White
1478,1972,41,Male,White
1479,1972,37,Male,White
1480,1972,35,Male,White
1481,1972,54,Female,White
1482,1972,51,Female,White
1483,1972,27,Female,White
1484,1972,59,Male,White
1485,1972,52,Male,White
1486,1972,48,Female,White
1487,1972,51,Female,White
1488,1972,31,Female,White
1489,1972,20,Female,White
1490,1972,31,Male,White
1491,1972,32,Male,White
1492,1972,49,Female,White
1493,1972,67,Male,White
1494,1972,50,Male,White
1495,1972,48,Female,White
1496,1972,42,Female,White
1497,1972,45,Male,White
1498,1972,27,Male,White
1499,1972,56,Female,White
1500,1972,61,Female,White
1501,1972,42,Male,White
1502,1972,65,Male,White
1503,1972,52,Female,White
1504,1972,51,Female,White
1505,1972,68,Female,White
1506,1972,62,Male,White
1507,1972,42,Female,White
1508,1972,87,Male,White
1509,1972,25,Male,White
1510,1972,58,Female,White
1511,1972,21,Male,White
1512,1972,34,Female,Black
1513,1972,31,Male,Black
1514,1972,24,Female,Black
1515,1972,27,Female,Black
1516,1972,20,Male,Black
1517,1972,38,Female,Black
1518,1972,30,Male,Black
1519,1972,50,Male,Black
1520,1972,36,Female,Black
1521,1972,45,Female,White
1522,1972,35,Female,Black
1523,1972,50,Male,White
1524,1972,34,Male,White
1525,1972,36,Female,White
1526,1972,47,Male,White
1527,1972,27,Female,White
1528,1972,54,Male,White
1529,1972,25,Female,White
1530,1972,64,Female,White
1531,1972,63,Female,White
1532,1972,41,Female,White
1533,1972,20,Male,White
1534,1972,49,Male,White
1535,1972,59,Male,White
1536,1972,29,Male,White
1537,1972,29,Female,White
1538,1972,39,Male,White
1539,1972,62,Female,White
1540,1972,21,Female,White
1541,1972,32,Male,White
1542,1972,33,Female,White
1543,1972,59,Male,White
1544,1972,25,Male,White
1545,1972,27,Male,White
1546,1972,30,Female,White
1547,1972,28,Female,White
1548,1972,18,Female,Black
1549,1972,56,Male,Black
1550,1972,22,Female,Black
1551,1972,34,Male,Black
1552,1972,50,Male,Black
1553,1972,43,Male,White
1554,1972,NA,Female,White
1555,1972,24,Female,White
1556,1972,29,Male,White
1557,1972,29,Female,White
1558,1972,39,Female,White
1559,1972,46,Female,White
1560,1972,41,Male,White
1561,1972,57,Male,White
1562,1972,34,Male,White
1563,1972,44,Male,White
1564,1972,48,Female,White
1565,1972,21,Male,White
1566,1972,27,Female,White
1567,1972,37,Male,White
1568,1972,20,Male,White
1569,1972,21,Male,White
1570,1972,38,Female,White
1571,1972,42,Female,White
1572,1972,30,Male,White
1573,1972,39,Female,White
1574,1972,51,Male,Black
1575,1972,68,Male,Black
1576,1972,24,Female,Black
1577,1972,25,Male,Black
1578,1972,24,Female,Black
1579,1972,18,Male,Black
1580,1972,44,Female,Black
1581,1972,55,Female,Black
1582,1972,57,Male,White
1583,1972,29,Female,White
1584,1972,76,Female,White
1585,1972,49,Male,White
1586,1972,85,Male,White
1587,1972,47,Female,White
1588,1972,74,Male,White
1589,1972,52,Male,White
1590,1972,63,Male,White
1591,1972,50,Male,White
1592,1972,32,Male,White
1593,1972,58,Female,White
1594,1972,52,Female,White
1595,1972,49,Female,White
1596,1972,48,Male,White
1597,1972,70,Female,Black
1598,1972,22,Male,Black
1599,1972,40,Female,Black
1600,1972,49,Male,Black
1601,1972,67,Male,Black
1602,1972,46,Female,Black
1603,1972,20,Female,Black
1604,1972,41,Female,Black
1605,1972,55,Male,Black
1606,1972,42,Female,White
1607,1972,47,Male,White
1608,1972,20,Female,White
1609,1972,69,Female,White
1610,1972,74,Female,White
1611,1972,35,Male,White
1612,1972,22,Male,White
1613,1972,35,Male,White
1614,1973,54,Male,White
1615,1973,51,Female,White
1616,1973,36,Female,White
1617,1973,32,Male,White
1618,1973,54,Female,White
1619,1973,41,Female,White
1620,1973,31,Female,White
1621,1973,26,Male,White
1622,1973,78,Female,White
1623,1973,46,Male,White
1624,1973,67,Female,White
1625,1973,39,Male,White
1626,1973,76,Male,White
1627,1973,34,Female,White
1628,1973,35,Female,White
1629,1973,55,Male,White
1630,1973,44,Female,White
1631,1973,40,Female,White
1632,1973,57,Female,White
1633,1973,67,Male,Black
1634,1973,68,Female,Black
1635,1973,32,Female,White
1636,1973,46,Female,Black
1637,1973,62,Male,Black
1638,1973,72,Male,White
1639,1973,25,Female,White
1640,1973,69,Female,White
1641,1973,38,Female,White
1642,1973,56,Male,White
1643,1973,20,Male,White
1644,1973,66,Female,White
1645,1973,78,Male,White
1646,1973,56,Female,White
1647,1973,66,Male,White
1648,1973,44,Male,White
1649,1973,46,Male,White
1650,1973,43,Female,White
1651,1973,37,Female,White
1652,1973,49,Female,White
1653,1973,53,Female,White
1654,1973,20,Female,White
1655,1973,53,Female,White
1656,1973,79,Male,White
1657,1973,25,Male,White
1658,1973,25,Female,White
1659,1973,44,Male,White
1660,1973,55,Female,White
1661,1973,27,Male,White
1662,1973,76,Female,White
1663,1973,30,Female,White
1664,1973,22,Male,White
1665,1973,40,Male,White
1666,1973,50,Female,White
1667,1973,40,Female,White
1668,1973,56,Female,White
1669,1973,37,Female,White
1670,1973,58,Male,White
1671,1973,30,Male,White
1672,1973,53,Male,White
1673,1973,25,Female,White
1674,1973,58,Male,White
1675,1973,72,Male,White
1676,1973,34,Male,White
1677,1973,39,Female,White
1678,1973,51,Female,Black
1679,1973,85,Male,White
1680,1973,77,Male,White
1681,1973,25,Female,White
1682,1973,39,Female,White
1683,1973,36,Female,White
1684,1973,45,Male,White
1685,1973,19,Female,White
1686,1973,41,Female,White
1687,1973,38,Male,White
1688,1973,24,Male,White
1689,1973,22,Female,White
1690,1973,21,Female,White
1691,1973,71,Male,White
1692,1973,43,Female,White
1693,1973,44,Female,White
1694,1973,20,Male,White
1695,1973,74,Female,White
1696,1973,51,Female,White
1697,1973,38,Male,White
1698,1973,55,Male,White
1699,1973,56,Male,White
1700,1973,51,Female,White
1701,1973,62,Female,White
1702,1973,25,Female,White
1703,1973,21,Female,White
1704,1973,20,Female,White
1705,1973,27,Male,White
1706,1973,33,Female,White
1707,1973,39,Male,White
1708,1973,56,Female,White
1709,1973,52,Male,White
1710,1973,49,Female,White
1711,1973,28,Male,White
1712,1973,28,Female,White
1713,1973,63,Male,White
1714,1973,47,Female,White
1715,1973,69,Female,White
1716,1973,25,Female,White
1717,1973,30,Male,Black
1718,1973,22,Male,Black
1719,1973,42,Female,Black
1720,1973,40,Male,White
1721,1973,32,Male,White
1722,1973,24,Female,White
1723,1973,52,Female,White
1724,1973,43,Female,White
1725,1973,20,Female,White
1726,1973,27,Male,White
1727,1973,40,Male,White
1728,1973,60,Female,White
1729,1973,51,Female,White
1730,1973,68,Male,White
1731,1973,59,Male,White
1732,1973,29,Female,White
1733,1973,34,Female,White
1734,1973,27,Male,White
1735,1973,46,Male,White
1736,1973,47,Female,White
1737,1973,31,Male,Black
1738,1973,57,Male,White
1739,1973,28,Male,White
1740,1973,27,Female,White
1741,1973,34,Female,White
1742,1973,35,Female,White
1743,1973,27,Male,White
1744,1973,70,Male,White
1745,1973,53,Female,White
1746,1973,41,Male,White
1747,1973,24,Male,White
1748,1973,55,Female,White
1749,1973,39,Male,White
1750,1973,21,Female,White
1751,1973,51,Male,White
1752,1973,62,Male,White
1753,1973,26,Female,White
1754,1973,21,Female,White
1755,1973,43,Female,White
1756,1973,62,Male,White
1757,1973,54,Female,White
1758,1973,75,Male,White
1759,1973,50,Female,White
1760,1973,56,Male,White
1761,1973,48,Male,White
1762,1973,20,Male,White
1763,1973,44,Female,White
1764,1973,43,Male,White
1765,1973,43,Male,White
1766,1973,24,Female,White
1767,1973,30,Female,White
1768,1973,42,Female,White
1769,1973,45,Male,White
1770,1973,77,Male,White
1771,1973,19,Female,White
1772,1973,23,Female,White
